POSTCODE,Remoteness_Code,Remoteness_Name,RATIO,PERCENTAGE
5155,40,Major Cities of Australia,0.9973656,99.736558
3709,22,Outer Regional Australia,0.9973626,99.7362559
2568,11,Inner Regional Australia,0.9972616,99.7261559
2640,11,Inner Regional Australia,0.9972305,99.7230506
3064,20,Major Cities of Australia,0.9971819,99.7181917
7213,62,Outer Regional Australia,0.997165,99.7164956
6302,51,Inner Regional Australia,0.9971505,99.7150545
4216,30,Major Cities of Australia,0.9970101,99.7010065
3719,21,Inner Regional Australia,0.9968115,99.6811508
2256,10,Major Cities of Australia,0.9967656,99.6765552
4670,31,Inner Regional Australia,0.9967567,99.675674
3324,22,Outer Regional Australia,0.9967125,99.6712488
5266,42,Outer Regional Australia,0.9966662,99.666617
5076,40,Major Cities of Australia,0.9966586,99.6658591
2585,11,Inner Regional Australia,0.9966357,99.6635681
4626,32,Outer Regional Australia,0.9966161,99.6616107
5264,42,Outer Regional Australia,0.9965873,99.6587341
3216,20,Major Cities of Australia,0.9963371,99.6337066
2647,11,Inner Regional Australia,0.9962334,99.6233405
3549,22,Outer Regional Australia,0.996194,99.6193963
4573,30,Major Cities of Australia,0.9960704,99.6070395
7304,62,Outer Regional Australia,0.9959569,99.5956881
6346,54,Very Remote Australia,0.9959277,99.5927691
2084,10,Major Cities of Australia,0.9959004,99.5900386
4701,31,Inner Regional Australia,0.9957257,99.5725703
6513,53,Remote Australia,0.9956056,99.5605611
2322,10,Major Cities of Australia,0.9952018,99.5201777
6312,52,Outer Regional Australia,0.9951966,99.5196556
4720,32,Outer Regional Australia,0.9951233,99.512333
5174,40,Major Cities of Australia,0.9949488,99.494882
3373,21,Inner Regional Australia,0.9946895,99.4689506
3427,20,Major Cities of Australia,0.9946368,99.4636803
4124,30,Major Cities of Australia,0.9945841,99.458406
6258,52,Outer Regional Australia,0.9945389,99.4538935
4707,33,Remote Australia,0.9945175,99.4517528
3360,21,Inner Regional Australia,0.9943122,99.4312163
6074,50,Major Cities of Australia,0.9941245,99.4124504
4809,32,Outer Regional Australia,0.9939944,99.3994387
6635,54,Very Remote Australia,0.9939433,99.3943342
4852,32,Outer Regional Australia,0.9937907,99.379075
6260,52,Outer Regional Australia,0.9937485,99.3748499
6317,52,Outer Regional Australia,0.9935852,99.3585206
3781,20,Major Cities of Australia,0.9932977,99.3297713
4415,32,Outer Regional Australia,0.9930279,99.302793
6398,52,Outer Regional Australia,0.9929531,99.2953097
6799,94,Very Remote Australia,0.9929263,99.292634
6337,53,Remote Australia,0.9929199,99.2919913
7300,61,Inner Regional Australia,0.9927144,99.2714394
4069,30,Major Cities of Australia,0.9926912,99.269121
4272,30,Major Cities of Australia,0.9922065,99.2206455
3251,21,Inner Regional Australia,0.9919646,99.1964598
4817,32,Outer Regional Australia,0.9919633,99.1963334
6718,53,Remote Australia,0.9918546,99.1854601
2529,10,Major Cities of Australia,0.9913203,99.1320333
2484,11,Inner Regional Australia,0.9912064,99.1206437
2540,11,Inner Regional Australia,0.9911443,99.1144266
5118,40,Major Cities of Australia,0.9910402,99.1040152
3300,21,Inner Regional Australia,0.9908081,99.0808051
2582,11,Inner Regional Australia,0.9899724,98.9972404
2650,11,Inner Regional Australia,0.9899401,98.9940057
3977,20,Major Cities of Australia,0.9894632,98.9463217
2611,80,Major Cities of Australia,0.9889738,98.8973775
3570,21,Inner Regional Australia,0.9889561,98.8956085
2342,12,Outer Regional Australia,0.9886258,98.8625797
2345,12,Outer Regional Australia,0.9884652,98.8465197
6315,52,Outer Regional Australia,0.9879932,98.7993194
5134,41,Inner Regional Australia,0.9879426,98.7942634
2666,12,Outer Regional Australia,0.9875804,98.7580381
2539,11,Inner Regional Australia,0.9874866,98.7486564
2800,11,Inner Regional Australia,0.9871354,98.7135364
4680,31,Inner Regional Australia,0.9869466,98.694655
3030,20,Major Cities of Australia,0.9866855,98.6685536
7303,62,Outer Regional Australia,0.9862005,98.6200501
5356,41,Inner Regional Australia,0.9859347,98.593472
5110,40,Major Cities of Australia,0.9859118,98.5911838
4743,32,Outer Regional Australia,0.9857116,98.57116
6225,51,Inner Regional Australia,0.9853628,98.5362815
3218,20,Major Cities of Australia,0.9850324,98.5032417
2735,12,Outer Regional Australia,0.9847279,98.472788
2489,10,Major Cities of Australia,0.9847235,98.4723454
4741,32,Outer Regional Australia,0.9843845,98.4384529
3501,22,Outer Regional Australia,0.9841393,98.4139273
4165,30,Major Cities of Australia,0.9840887,98.4088696
7109,62,Outer Regional Australia,0.9837119,98.371187
7275,62,Outer Regional Australia,0.9836535,98.3653516
4370,31,Inner Regional Australia,0.983181,98.3181
6122,50,Major Cities of Australia,0.9826128,98.2612848
2233,10,Major Cities of Australia,0.9825381,98.253811
3233,21,Inner Regional Australia,0.9825327,98.2532698
7017,61,Inner Regional Australia,0.9824967,98.249669
5114,40,Major Cities of Australia,0.9823618,98.2361763
2530,10,Major Cities of Australia,0.9820321,98.2032053
4413,32,Outer Regional Australia,0.9818783,98.1878269
2486,10,Major Cities of Australia,0.9815931,98.1593075
4807,32,Outer Regional Australia,0.9814781,98.1478135
4380,32,Outer Regional Australia,0.9808502,98.0850172
6082,50,Major Cities of Australia,0.9797796,97.9779629
2834,13,Remote Australia,0.9795414,97.9541433
6111,50,Major Cities of Australia,0.9789557,97.895569
6401,51,Inner Regional Australia,0.9789181,97.8918092
3377,21,Inner Regional Australia,0.9787883,97.8788272
3740,22,Outer Regional Australia,0.9787657,97.8765675
6721,53,Remote Australia,0.9786075,97.8607478
6171,50,Major Cities of Australia,0.978532,97.8532049
4210,30,Major Cities of Australia,0.9782384,97.8238378
6168,50,Major Cities of Australia,0.9781268,97.812684
5607,43,Remote Australia,0.9780091,97.8009147
3472,21,Inner Regional Australia,0.9777483,97.7748254
4007,30,Major Cities of Australia,0.9763045,97.6304477
4802,32,Outer Regional Australia,0.9757351,97.5735076
2487,10,Major Cities of Australia,0.9755422,97.5542197
2795,11,Inner Regional Australia,0.97549,97.5489957
2259,10,Major Cities of Australia,0.9754782,97.5478218
2560,10,Major Cities of Australia,0.9748208,97.4820771
2333,11,Inner Regional Australia,0.9746464,97.4646401
6275,52,Outer Regional Australia,0.9744498,97.4449806
3737,21,Inner Regional Australia,0.9742466,97.4246575
2663,11,Inner Regional Australia,0.9739499,97.3949866
6450,53,Remote Australia,0.9737683,97.3768271
6076,50,Major Cities of Australia,0.9736681,97.3668118
3885,22,Outer Regional Australia,0.973359,97.335896
4600,32,Outer Regional Australia,0.9733246,97.3324579
2351,11,Inner Regional Australia,0.9729236,97.2923597
3337,20,Major Cities of Australia,0.9722534,97.2253365
3024,20,Major Cities of Australia,0.9722388,97.2238772
2900,80,Major Cities of Australia,0.9719485,97.1948494
4365,32,Outer Regional Australia,0.9718953,97.1895338
3429,20,Major Cities of Australia,0.9710825,97.1082522
6181,50,Major Cities of Australia,0.9706912,97.0691166
2880,12,Outer Regional Australia,0.9704684,97.0468354
2264,10,Major Cities of Australia,0.9702947,97.0294655
2580,11,Inner Regional Australia,0.9702882,97.028822
4133,30,Major Cities of Australia,0.9698434,96.9843432
4703,31,Inner Regional Australia,0.9689266,96.8926599
4223,30,Major Cities of Australia,0.967988,96.7987966
4271,30,Major Cities of Australia,0.9670246,96.7024645
2527,10,Major Cities of Australia,0.9666818,96.6681836
2330,11,Inner Regional Australia,0.9666458,96.6645803
6069,50,Major Cities of Australia,0.9664303,96.6430283
2082,10,Major Cities of Australia,0.9662893,96.6289271
3284,21,Inner Regional Australia,0.966131,96.6131018
5353,41,Inner Regional Australia,0.9658979,96.5897884
2357,12,Outer Regional Australia,0.9652793,96.5279336
3374,21,Inner Regional Australia,0.9643746,96.437459
3751,21,Inner Regional Australia,0.9642281,96.4228138
4805,32,Outer Regional Australia,0.963271,96.327102
5453,42,Outer Regional Australia,0.9631864,96.3186405
3810,20,Major Cities of Australia,0.9631153,96.3115332
4211,30,Major Cities of Australia,0.9628317,96.2831687
3701,22,Outer Regional Australia,0.9623749,96.2374894
2879,14,Very Remote Australia,0.9618762,96.187617
2158,10,Major Cities of Australia,0.9611836,96.1183615
6056,50,Major Cities of Australia,0.9604545,96.0454466
3638,21,Inner Regional Australia,0.959423,95.9422975
4207,30,Major Cities of Australia,0.958752,95.8752046
2780,10,Major Cities of Australia,0.9586674,95.8667431
2655,11,Inner Regional Australia,0.9582954,95.8295355
5461,41,Inner Regional Australia,0.9582034,95.8203412
3707,22,Outer Regional Australia,0.9580325,95.8032537
7321,62,Outer Regional Australia,0.957799,95.7799018
4721,33,Remote Australia,0.9576364,95.7636429
3224,20,Major Cities of Australia,0.957496,95.7495961
4630,32,Outer Regional Australia,0.9571773,95.7177333
2714,11,Inner Regional Australia,0.9570084,95.700836
3469,22,Outer Regional Australia,0.9568258,95.682576
5670,44,Very Remote Australia,0.9567741,95.677412
4213,30,Major Cities of Australia,0.9564711,95.6471055
4352,31,Inner Regional Australia,0.9552386,95.5238596
2656,12,Outer Regional Australia,0.9551315,95.513151
5304,43,Remote Australia,0.9549657,95.496573
4800,32,Outer Regional Australia,0.954774,95.4773994
3809,20,Major Cities of Australia,0.9543928,95.439278
3387,22,Outer Regional Australia,0.9536019,95.3601903
3115,20,Major Cities of Australia,0.9534019,95.3401856
4510,30,Major Cities of Australia,0.9524168,95.2416759
4228,30,Major Cities of Australia,0.9517669,95.1766922
6123,50,Major Cities of Australia,0.9515845,95.1584503
5132,41,Inner Regional Australia,0.9505442,95.0544179
6390,51,Inner Regional Australia,0.9504633,95.0463283
2400,12,Outer Regional Australia,0.9502677,95.026766
2590,11,Inner Regional Australia,0.9492253,94.9225266
6209,50,Major Cities of Australia,0.9491352,94.9135197
5307,42,Outer Regional Australia,0.9479819,94.7981894
5271,42,Outer Regional Australia,0.9469188,94.6918759
5701,44,Very Remote Australia,0.9466026,94.6602591
2323,10,Major Cities of Australia,0.9464359,94.6435927
4553,31,Inner Regional Australia,0.9457231,94.5723105
2250,10,Major Cities of Australia,0.9451028,94.510283
2108,10,Major Cities of Australia,0.9450884,94.508836
3939,20,Major Cities of Australia,0.9447854,94.4785358
2799,11,Inner Regional Australia,0.9441172,94.4117197
6243,52,Outer Regional Australia,0.9427953,94.279533
6182,51,Inner Regional Australia,0.9421499,94.2149913
2787,11,Inner Regional Australia,0.9419679,94.1967912
5710,42,Outer Regional Australia,0.9414229,94.1422945
2318,11,Inner Regional Australia,0.9407411,94.0741086
3490,22,Outer Regional Australia,0.9399209,93.9920886
2156,10,Major Cities of Australia,0.9397285,93.9728507
2720,11,Inner Regional Australia,0.9393426,93.9342624
2340,11,Inner Regional Australia,0.9390479,93.9047871
4125,30,Major Cities of Australia,0.9389836,93.8983573
4515,31,Inner Regional Australia,0.9389197,93.8919747
6125,51,Inner Regional Australia,0.9387033,93.8703285
2792,12,Outer Regional Australia,0.9365843,93.6584272
3691,21,Inner Regional Australia,0.9360091,93.600907
3847,21,Inner Regional Australia,0.9358155,93.5815539
4745,32,Outer Regional Australia,0.9355099,93.550985
3639,22,Outer Regional Australia,0.9354541,93.5454109
2450,11,Inner Regional Australia,0.9350834,93.5083424
2474,11,Inner Regional Australia,0.9347116,93.4711631
6566,51,Inner Regional Australia,0.934119,93.4119018
2734,12,Outer Regional Australia,0.9339941,93.3994092
4465,34,Very Remote Australia,0.9334811,93.348115
4385,32,Outer Regional Australia,0.9333843,93.3384306
4512,30,Major Cities of Australia,0.9332677,93.3267657
4825,33,Remote Australia,0.932705,93.2704986
6306,52,Outer Regional Australia,0.9322053,93.2205341
2556,11,Inner Regional Australia,0.9310278,93.1027758
2352,11,Inner Regional Australia,0.9306996,93.0699573
5172,41,Inner Regional Australia,0.9306556,93.0655618
5275,42,Outer Regional Australia,0.9303906,93.0390627
4405,31,Inner Regional Australia,0.9298817,92.9881706
2738,12,Outer Regional Australia,0.9298246,92.9824586
3833,21,Inner Regional Australia,0.9295949,92.9594898
2420,11,Inner Regional Australia,0.9283768,92.8376811
3351,21,Inner Regional Australia,0.9275155,92.7515488
2320,10,Major Cities of Australia,0.9271743,92.7174322
3478,22,Outer Regional Australia,0.9269365,92.6936485
3338,20,Major Cities of Australia,0.9266038,92.6603786
5238,41,Inner Regional Australia,0.9253114,92.5311385
3395,23,Remote Australia,0.9248872,92.4887236
3212,20,Major Cities of Australia,0.9239823,92.3982327
2353,12,Outer Regional Australia,0.9235967,92.3596702
5440,43,Remote Australia,0.9233347,92.3334729
3700,22,Outer Regional Australia,0.9224689,92.2468881
6211,50,Major Cities of Australia,0.921995,92.1994981
2659,11,Inner Regional Australia,0.921565,92.1564957
6701,53,Remote Australia,0.9213043,92.1304287
2463,11,Inner Regional Australia,0.919975,91.9974999
2726,12,Outer Regional Australia,0.9197822,91.9782175
2794,11,Inner Regional Australia,0.9173538,91.7353811
2446,11,Inner Regional Australia,0.917343,91.7343045
3888,22,Outer Regional Australia,0.9173123,91.731235
3322,21,Inner Regional Australia,0.9171301,91.7130145
5268,42,Outer Regional Australia,0.9137719,91.3771903
4820,32,Outer Regional Australia,0.9122861,91.2286123
2258,10,Major Cities of Australia,0.9122843,91.2284251
6722,53,Remote Australia,0.9118195,91.1819497
6078,50,Major Cities of Australia,0.9114923,91.1492262
2230,10,Major Cities of Australia,0.9101522,91.015223
2830,11,Inner Regional Australia,0.9098472,90.9847151
2490,10,Major Cities of Australia,0.9087204,90.8720369
6630,53,Remote Australia,0.9085995,90.8599484
4714,31,Inner Regional Australia,0.9082259,90.8225945
2281,10,Major Cities of Australia,0.9066438,90.6643804
6714,53,Remote Australia,0.9065275,90.6527513
2341,11,Inner Regional Australia,0.904292,90.4291985
2835,13,Remote Australia,0.9042716,90.4271606
4488,34,Very Remote Australia,0.9037894,90.3789416
3678,21,Inner Regional Australia,0.9030962,90.3096216
4718,32,Outer Regional Australia,0.9016134,90.1613449
2731,11,Inner Regional Australia,0.9013926,90.1392554
4740,31,Inner Regional Australia,0.901154,90.1154015
3477,22,Outer Regional Australia,0.9006968,90.0696825
6415,52,Outer Regional Australia,0.9006679,90.0667941
2105,10,Major Cities of Australia,0.9003206,90.0320644
4454,34,Very Remote Australia,0.9000863,90.008634
6290,51,Inner Regional Australia,0.8991388,89.9138759
3858,21,Inner Regional Australia,0.8991354,89.9135387
4873,32,Outer Regional Australia,0.8981313,89.8131345
4498,32,Outer Regional Australia,0.897193,89.719303
3714,21,Inner Regional Australia,0.8967253,89.6725311
2429,11,Inner Regional Australia,0.8967225,89.6722467
2765,10,Major Cities of Australia,0.8955115,89.5511545
3420,22,Outer Regional Australia,0.8947367,89.4736669
2454,12,Outer Regional Australia,0.8941607,89.4160725
2594,11,Inner Regional Australia,0.8932737,89.3273654
7172,61,Inner Regional Australia,0.8924653,89.2465286
7330,62,Outer Regional Australia,0.8923962,89.2396169
852,74,Very Remote Australia,0.8910909,89.1090911
2701,11,Inner Regional Australia,0.8905534,89.0553355
2397,12,Outer Regional Australia,0.8902654,89.0265421
4561,31,Inner Regional Australia,0.8892566,88.925664
4374,31,Inner Regional Australia,0.8883924,88.8392445
4610,31,Inner Regional Australia,0.8860839,88.608387
3571,21,Inner Regional Australia,0.8837739,88.3773868
4377,32,Outer Regional Australia,0.883573,88.3572989
3325,22,Outer Regional Australia,0.8828365,88.2836452
2265,10,Major Cities of Australia,0.8824567,88.2456728
7292,62,Outer Regional Australia,0.8810764,88.1076448
6532,52,Outer Regional Australia,0.8799449,87.994492
3641,21,Inner Regional Australia,0.8796594,87.9659413
2864,12,Outer Regional Australia,0.8793514,87.935141
2081,10,Major Cities of Australia,0.8783881,87.8388062
4627,32,Outer Regional Australia,0.8757981,87.5798075
3755,20,Major Cities of Australia,0.8745573,87.4557334
2832,13,Remote Australia,0.872799,87.2798962
5137,40,Major Cities of Australia,0.8724187,87.2418665
2630,11,Inner Regional Australia,0.8701035,87.0103526
2754,10,Major Cities of Australia,0.8699868,86.9986826
4455,32,Outer Regional Australia,0.8698317,86.983175
4722,33,Remote Australia,0.8690738,86.9073775
5157,41,Inner Regional Australia,0.8678862,86.7886238
6370,52,Outer Regional Australia,0.8675523,86.7552346
2646,11,Inner Regional Australia,0.8658427,86.584272
3960,21,Inner Regional Australia,0.8641655,86.4165538
3926,20,Major Cities of Australia,0.8637519,86.3751878
7030,61,Inner Regional Australia,0.86328,86.3279953
2350,11,Inner Regional Australia,0.8631565,86.3156494
3268,22,Outer Regional Australia,0.8625984,86.2598353
7020,61,Inner Regional Australia,0.8609542,86.0954223
4581,31,Inner Regional Australia,0.8563737,85.6373664
5259,41,Inner Regional Australia,0.8550862,85.5086202
2878,14,Very Remote Australia,0.8502832,85.0283245
2508,10,Major Cities of Australia,0.8500097,85.0009694
3971,21,Inner Regional Australia,0.8495327,84.9532671
2441,12,Outer Regional Australia,0.8488226,84.8822567
7310,61,Inner Regional Australia,0.8469975,84.6997489
2875,12,Outer Regional Australia,0.8462403,84.6240279
4375,32,Outer Regional Australia,0.8459903,84.5990271
3756,20,Major Cities of Australia,0.8454006,84.540058
5550,41,Inner Regional Australia,0.8453687,84.5368719
6743,53,Remote Australia,0.8443022,84.4302225
3573,22,Outer Regional Australia,0.843744,84.3744043
6083,51,Inner Regional Australia,0.8434243,84.3424323
2406,13,Remote Australia,0.8412305,84.12305
2729,11,Inner Regional Australia,0.840891,84.0890974
6447,53,Remote Australia,0.8407889,84.0788914
5602,43,Remote Australia,0.8385813,83.8581303
2336,11,Inner Regional Australia,0.8383355,83.8335497
2326,10,Major Cities of Australia,0.8360201,83.6020103
7252,62,Outer Regional Australia,0.8322558,83.2255812
4888,32,Outer Regional Australia,0.8318,83.1800023
2462,12,Outer Regional Australia,0.8306983,83.0698324
5413,42,Outer Regional Australia,0.8297818,82.9781814
6567,51,Inner Regional Australia,0.8287427,82.8742742
4425,32,Outer Regional Australia,0.8270282,82.7028167
3266,21,Inner Regional Australia,0.8262901,82.6290106
2658,11,Inner Regional Australia,0.8252365,82.5236453
3361,21,Inner Regional Australia,0.8228645,82.2864539
2328,11,Inner Regional Australia,0.8197796,81.9779601
3862,21,Inner Regional Australia,0.8189771,81.8977102
3285,22,Outer Regional Australia,0.8179566,81.7956552
4554,31,Inner Regional Australia,0.8133488,81.3348752
7301,61,Inner Regional Australia,0.8122982,81.229817
2745,10,Major Cities of Australia,0.8121749,81.2174857
2583,11,Inner Regional Australia,0.8121159,81.2115881
2722,11,Inner Regional Australia,0.8120448,81.2044827
3099,20,Major Cities of Australia,0.8104874,81.0487395
7258,61,Inner Regional Australia,0.8085186,80.8518555
6725,53,Remote Australia,0.8074873,80.7487312
2753,10,Major Cities of Australia,0.8074867,80.7486651
2460,11,Inner Regional Australia,0.8048511,80.4851072
2644,11,Inner Regional Australia,0.8041789,80.417887
3644,21,Inner Regional Australia,0.8027514,80.2751357
4615,31,Inner Regional Australia,0.8020115,80.2011473
3673,21,Inner Regional Australia,0.798129,79.8128956
5730,43,Remote Australia,0.7964429,79.6442932
2388,12,Outer Regional Australia,0.793194,79.3194009
2793,12,Outer Regional Australia,0.7883334,78.83334
2337,11,Inner Regional Australia,0.7880443,78.8044286
3783,21,Inner Regional Australia,0.7865582,78.6558246
2866,11,Inner Regional Australia,0.7862385,78.6238502
2715,12,Outer Regional Australia,0.7845116,78.4511572
4824,33,Remote Australia,0.7830777,78.3077676
3860,21,Inner Regional Australia,0.7814204,78.1420365
3381,22,Outer Regional Australia,0.779954,77.9953984
7212,61,Inner Regional Australia,0.7784347,77.8434728
5270,42,Outer Regional Australia,0.7767088,77.6708844
2848,11,Inner Regional Australia,0.776563,77.6562989
7173,61,Inner Regional Australia,0.7743619,77.4361882
2620,10,Major Cities of Australia,0.7699936,76.999363
4742,33,Remote Australia,0.7666695,76.6669523
4565,30,Major Cities of Australia,0.7654776,76.5477595
3335,21,Inner Regional Australia,0.7644596,76.4459552
2874,12,Outer Regional Australia,0.764348,76.4348008
6502,51,Inner Regional Australia,0.7582807,75.8280741
2711,12,Outer Regional Australia,0.7552896,75.5289554
5273,42,Outer Regional Australia,0.7538422,75.3842249
6535,52,Outer Regional Australia,0.7526659,75.2665888
4673,31,Inner Regional Australia,0.751429,75.1429009
4424,33,Remote Australia,0.7489888,74.8988813
2311,11,Inner Regional Australia,0.7489773,74.8977307
2622,11,Inner Regional Australia,0.7448901,74.489011
2877,12,Outer Regional Australia,0.7418468,74.1846833
4560,30,Major Cities of Australia,0.7405848,74.0584794
3217,21,Inner Regional Australia,0.738415,73.8415013
3978,20,Major Cities of Australia,0.7381667,73.8166701
4555,30,Major Cities of Australia,0.7376445,73.7644497
2422,11,Inner Regional Australia,0.7343379,73.4337896
2586,11,Inner Regional Australia,0.7303135,73.0313457
2710,11,Inner Regional Australia,0.7292046,72.9204624
7140,61,Inner Regional Australia,0.7288657,72.8865691
3759,20,Major Cities of Australia,0.7267862,72.6786207
2344,11,Inner Regional Australia,0.7256983,72.5698287
5267,42,Outer Regional Australia,0.725672,72.5671998
5374,41,Inner Regional Australia,0.725443,72.5443022
2756,10,Major Cities of Australia,0.7253446,72.5344627
6503,51,Inner Regional Australia,0.7234936,72.3493606
4872,32,Outer Regional Australia,0.7222599,72.2259869
2424,11,Inner Regional Australia,0.7221394,72.2139435
2570,10,Major Cities of Australia,0.7213392,72.1339213
2440,11,Inner Regional Australia,0.7206329,72.063289
2537,11,Inner Regional Australia,0.7195647,71.9564734
3732,21,Inner Regional Australia,0.7182228,71.8222754
3770,20,Major Cities of Australia,0.7169535,71.6953469
3517,21,Inner Regional Australia,0.7133493,71.3349255
4854,32,Outer Regional Australia,0.7097519,70.9751949
4671,32,Outer Regional Australia,0.7091166,70.9116606
4383,32,Outer Regional Australia,0.7058025,70.5802488
5120,41,Inner Regional Australia,0.7055874,70.5587382
2648,12,Outer Regional Australia,0.7012982,70.1298174
4287,31,Inner Regional Australia,0.6970821,69.7082095
822,74,Very Remote Australia,0.6934744,69.3474367
3956,21,Inner Regional Australia,0.6921991,69.2199144
2669,12,Outer Regional Australia,0.6908408,69.0840802
3475,21,Inner Regional Australia,0.6905508,69.0550769
5153,41,Inner Regional Australia,0.6904287,69.0428736
2642,11,Inner Regional Australia,0.6896077,68.9607682
3959,21,Inner Regional Australia,0.6871259,68.7125938
2828,12,Outer Regional Australia,0.6863716,68.6371604
3966,22,Outer Regional Australia,0.6846005,68.4600467
2846,11,Inner Regional Australia,0.68376,68.3760029
4850,32,Outer Regional Australia,0.6813615,68.1361463
3967,22,Outer Regional Australia,0.6794395,67.9439497
6359,54,Very Remote Australia,0.674333,67.4332966
4702,31,Inner Regional Australia,0.672904,67.2903956
2824,12,Outer Regional Australia,0.6724207,67.2420708
3889,23,Remote Australia,0.6672289,66.7228856
4559,30,Major Cities of Australia,0.6641762,66.4176159
872,74,Very Remote Australia,0.6628673,66.2867322
2713,11,Inner Regional Australia,0.6612691,66.1269118
7190,62,Outer Regional Australia,0.6593473,65.9347331
3221,21,Inner Regional Australia,0.6583865,65.8386535
5171,40,Major Cities of Australia,0.6568741,65.6874085
5601,42,Outer Regional Australia,0.6532339,65.3233938
2850,11,Inner Regional Australia,0.6512171,65.1217104
7267,62,Outer Regional Australia,0.6498061,64.9806071
6612,54,Very Remote Australia,0.6478675,64.786754
2831,12,Outer Regional Australia,0.6421499,64.2149901
3851,21,Inner Regional Australia,0.6418569,64.1856932
7268,62,Outer Regional Australia,0.6412549,64.1254858
2469,12,Outer Regional Australia,0.6371292,63.7129202
3385,22,Outer Regional Australia,0.636673,63.6672952
4306,30,Major Cities of Australia,0.6364404,63.6440422
4704,32,Outer Regional Australia,0.6318198,63.1819772
3928,21,Inner Regional Australia,0.6290522,62.9052212
6355,53,Remote Australia,0.6237768,62.3776794
7025,62,Outer Regional Australia,0.622331,62.2330975
3637,21,Inner Regional Australia,0.6220697,62.2069651
2159,10,Major Cities of Australia,0.6210082,62.1008198
4719,32,Outer Regional Australia,0.6138293,61.3829294
3980,21,Inner Regional Australia,0.6069862,60.69862
6434,54,Very Remote Australia,0.6066723,60.6672301
7215,62,Outer Regional Australia,0.6061294,60.6129441
2324,10,Major Cities of Australia,0.6028627,60.2862737
5575,42,Outer Regional Australia,0.6020768,60.2076752
4620,31,Inner Regional Australia,0.601868,60.1867994
2321,10,Major Cities of Australia,0.5998891,59.9889141
6328,52,Outer Regional Australia,0.5990804,59.9080448
5650,44,Very Remote Australia,0.5913949,59.1394901
6288,51,Inner Regional Australia,0.5833976,58.3397588
6255,52,Outer Regional Australia,0.5813073,58.1307332
3213,20,Major Cities of Australia,0.5778107,57.781065
4357,31,Inner Regional Australia,0.5613776,56.1377606
2618,11,Inner Regional Australia,0.5596917,55.969171
4520,31,Inner Regional Australia,0.5541772,55.4177198
3097,20,Major Cities of Australia,0.5476886,54.7688647
3139,21,Inner Regional Australia,0.5447276,54.472757
4871,32,Outer Regional Australia,0.5421191,54.2119065
2804,11,Inner Regional Australia,0.5350222,53.5022169
2652,11,Inner Regional Australia,0.5290836,52.9083634
4280,30,Major Cities of Australia,0.524411,52.4410953
3239,22,Outer Regional Australia,0.5238742,52.3874197
7150,62,Outer Regional Australia,0.5227869,52.2786948
3063,20,Major Cities of Australia,0.5204579,52.0457868
5680,44,Very Remote Australia,0.5199213,51.9921339
4816,32,Outer Regional Australia,0.5185658,51.8565798
4184,31,Inner Regional Australia,0.5102765,51.0276452
6208,51,Inner Regional Australia,0.5073391,50.7339064
4183,33,Remote Australia,0.5054478,50.5447806
7001,62,Outer Regional Australia,0.5,50
4406,32,Outer Regional Australia,0.4601114,46.0111422
